,Unnamed: 0,label,judul_clean,narasi_clean,stem_narasi,stem_judul,freq_tokens
3723,3723,1,foto ronaldo turun pesawat aleppo,kedatangan ronaldo kesana menjenguk anak terkena bomoleh tentara rezim bashad al assadronaldo takut perang melanda kota,"['kedatangan', 'ronaldo', 'kesana', 'menjenguk', 'anak', 'terkena', 'bomoleh', 'tentara', 'rezim', 'bashad', 'al', 'assadronaldo', 'takut', 'perang', 'melanda', 'kota']","['foto', 'ronaldo', 'turun', 'pesawat', 'aleppo']",<FreqDist with 16 samples and 16 outcomes>
3724,3724,1,uang emisi dicetak peruri,uang emisi dicetak peruri,"['uang', 'emisi', 'dicetak', 'peruri']","['uang', 'emisi', 'dicetak', 'peruri']",<FreqDist with 4 samples and 4 outcomes>
3725,3725,1,foto aksi novemb bundaran hotel indonesia,foto aksi novemb bundaran hotel indonesia,"['foto', 'aksi', 'novemb', 'bundaran', 'hotel', 'indonesia']","['foto', 'aksi', 'novemb', 'bundaran', 'hotel', 'indonesia']",<FreqDist with 6 samples and 6 outcomes>
3726,3726,1,foto heboh israel ubah masjid bersejarah bar,kabar menghebohkan israel israel mengubah bangunan bersejarah masjid al amar bar aula pesta pernikahan masjid al amar salah bangunan bersejarah palestina abad safe masjid kewenangan otorita israel,"['kabar', 'menghebohkan', 'israel', 'israel', 'mengubah', 'bangunan', 'bersejarah', 'masjid', 'al', 'amar', 'bar', 'aula', 'pesta', 'pernikahan', 'masjid', 'al', 'amar', 'salah', 'bangunan', 'bersejarah', 'palestina', 'abad', 'safe', 'masjid', 'kewenangan', 'otorita', 'israel']","['foto', 'heboh', 'israel', 'ubah', 'masjid', 'bersejarah', 'bar']",<FreqDist with 19 samples and 27 outcomes>
3727,3727,1,duo sipit yang dewan penasehat densusyg satunya dewan penasehat mabe polri,duo sipit yang dewan penasehat densusyg satunya dewan penasehat mabe polriada dengan institusi,"['duo', 'sipit', 'yang', 'dewan', 'penasehat', 'densusyg', 'satunya', 'dewan', 'penasehat', 'mabe', 'polriada', 'dengan', 'institusi']","['duo', 'sipit', 'yang', 'dewan', 'penasehat', 'densusyg', 'satunya', 'dewan', 'penasehat', 'mabe', 'polri']",<FreqDist with 11 samples and 13 outcomes>
3728,3728,1,jokowi halal dilengserkan labe mui yang tidak patuh mui haram,labe mui yang tidak patuh mui haram tinggal tunggu revolusi berdarah mengakui kecurangan konstitusion mempertanggung jawabkan kerusakan yang perbuat gerombolannya bertobat ciptakan hidup mati jalan selamat mui jokowi halal dilengserkan,"['labe', 'mui', 'yang', 'tidak', 'patuh', 'mui', 'haram', 'tinggal', 'tunggu', 'revolusi', 'berdarah', 'mengakui', 'kecurangan', 'konstitusion', 'mempertanggung', 'jawabkan', 'kerusakan', 'yang', 'perbuat', 'gerombolannya', 'bertobat', 'ciptakan', 'hidup', 'mati', 'jalan', 'selamat', 'mui', 'jokowi', 'halal', 'dilengserkan']","['jokowi', 'halal', 'dilengserkan', 'labe', 'mui', 'yang', 'tidak', 'patuh', 'mui', 'haram']",<FreqDist with 27 samples and 30 outcomes>
3729,3729,1,sejeluarga india meningaldaun pisang makan terimpeksi piru lalawar,hati makan pakai daun pisangsejeluarga india meningaldaun pisang makan terimpeksi piru lalawarbagikan berita terbaru,"['hati', 'makan', 'pakai', 'daun', 'pisangsejeluarga', 'india', 'meningaldaun', 'pisang', 'makan', 'terimpeksi', 'piru', 'lalawarbagikan', 'berita', 'terbaru']","['sejeluarga', 'india', 'meningaldaun', 'pisang', 'makan', 'terimpeksi', 'piru', 'lalawar']",<FreqDist with 13 samples and 14 outcomes>
3730,3730,1,motor terbakar yogyakarta hand sanit,sedulur membawa hand sanitizertempat kejadian kkb gajah mada pakualamandikarenakan menaruh hand sanit jok motor,"['sedulur', 'membawa', 'hand', 'sanitizertempat', 'kejadian', 'kkb', 'gajah', 'mada', 'pakualamandikarenakan', 'menaruh', 'hand', 'sanit', 'jok', 'motor']","['motor', 'terbakar', 'yogyakarta', 'hand', 'sanit']",<FreqDist with 13 samples and 14 outcomes>
3731,3731,1,narasi keliru foto kawanan serigala,kelompok serigala serigala serigala tua sakit berjalan kawanan mengatur kecepatan kawanan ekor terkuat terbaik bertuga melindungi serangan anggota kawanan induk serigala anak anak terlindungi serangan ekor terkuat terbaik mengikuti melindungi disisi alpha sang pemimpin memeriksa tertingg berlari arah melindungi berfungsi penjaga tubuh kawanan pemimpin terdepan nomor pemimpin menjaga melindungi anggotanya,"['kelompok', 'serigala', 'serigala', 'serigala', 'tua', 'sakit', 'berjalan', 'kawanan', 'mengatur', 'kecepatan', 'kawanan', 'ekor', 'terkuat', 'terbaik', 'bertuga', 'melindungi', 'serangan', 'anggota', 'kawanan', 'induk', 'serigala', 'anak', 'anak', 'terlindungi', 'serangan', 'ekor', 'terkuat', 'terbaik', 'mengikuti', 'melindungi', 'disisi', 'alpha', 'sang', 'pemimpin', 'memeriksa', 'tertingg', 'berlari', 'arah', 'melindungi', 'berfungsi', 'penjaga', 'tubuh', 'kawanan', 'pemimpin', 'terdepan', 'nomor', 'pemimpin', 'menjaga', 'melindungi', 'anggotanya']","['narasi', 'keliru', 'foto', 'kawanan', 'serigala']",<FreqDist with 34 samples and 50 outcomes>
3732,3732,1,memotong gajinya tim medi memotong tunjangan tim medi,teganya ani potong tunjangan transport tenaga medi,"['teganya', 'ani', 'potong', 'tunjangan', 'transport', 'tenaga', 'medi']","['memotong', 'gajinya', 'tim', 'medi', 'memotong', 'tunjangan', 'tim', 'medi']",<FreqDist with 7 samples and 7 outcomes>
3733,3733,1,peopl tri tapi escap video,no not scene from fast and furiou but peopl tri tapi escap,"['no', 'not', 'scene', 'from', 'fast', 'and', 'furiou', 'but', 'peopl', 'tri', 'tapi', 'escap']","['peopl', 'tri', 'tapi', 'escap', 'video']",<FreqDist with 12 samples and 12 outcomes>
3734,3734,1,fpi masuk wamena mengibarkan bendera merah putih posko jihad wamena,defacto fpi masuk wamena untuk mengibarkan bendera merah putih menurunkan bendera kejora melindungi warga pendatang yang dibantai diusir yang koar sok nkri hobinya hai mbubarin pengajian masjid doang hai mengaku sok nkri giliran bahaya negara mengancam jiwa raga anak bangsa mlempem enggak jatah anggaran,"['defacto', 'fpi', 'masuk', 'wamena', 'untuk', 'mengibarkan', 'bendera', 'merah', 'putih', 'menurunkan', 'bendera', 'kejora', 'melindungi', 'warga', 'pendatang', 'yang', 'dibantai', 'diusir', 'yang', 'koar', 'sok', 'nkri', 'hobinya', 'hai', 'mbubarin', 'pengajian', 'masjid', 'doang', 'hai', 'mengaku', 'sok', 'nkri', 'giliran', 'bahaya', 'negara', 'mengancam', 'jiwa', 'raga', 'anak', 'bangsa', 'mlempem', 'enggak', 'jatah', 'anggaran']","['fpi', 'masuk', 'wamena', 'mengibarkan', 'bendera', 'merah', 'putih', 'posko', 'jihad', 'wamena']",<FreqDist with 39 samples and 44 outcomes>
3735,3735,1,foto aliansi pekerja sudirmankuningan,aliansi pekerja sudirmankuningan sept dpr ri jakarta there are no marshal and leader today nobodi is respons for you you are respons for yourselv,"['aliansi', 'pekerja', 'sudirmankuningan', 'sept', 'dpr', 'ri', 'jakarta', 'there', 'are', 'no', 'marshal', 'and', 'leader', 'today', 'nobodi', 'is', 'respons', 'for', 'you', 'you', 'are', 'respons', 'for', 'yourselv']","['foto', 'aliansi', 'pekerja', 'sudirmankuningan']",<FreqDist with 20 samples and 24 outcomes>
3736,3736,1,presdir freeport saham presiden wakil presiden,presdir freeport saham presiden wakil presiden,"['presdir', 'freeport', 'saham', 'presiden', 'wakil', 'presiden']","['presdir', 'freeport', 'saham', 'presiden', 'wakil', 'presiden']",<FreqDist with 5 samples and 6 outcomes>
3737,3737,1,rs bedah surabaya temukan korek baterai perut balita,kiriman video dokter operasi balita berusia tahun rs bedah surabaya perut anak tersebut ditemukan benda korek api baterei uang mainan,"['kiriman', 'video', 'dokter', 'operasi', 'balita', 'berusia', 'tahun', 'rs', 'bedah', 'surabaya', 'perut', 'anak', 'tersebut', 'ditemukan', 'benda', 'korek', 'api', 'baterei', 'uang', 'mainan']","['rs', 'bedah', 'surabaya', 'temukan', 'korek', 'baterai', 'perut', 'balita']",<FreqDist with 20 samples and 20 outcomes>
3738,3738,1,menyegel mushola melarang orang shalat kumtua pemkab minahasa utara menyatakan,mushola balai pertemuan disitu aktifita ibadah masyarakat,"['mushola', 'balai', 'pertemuan', 'disitu', 'aktifita', 'ibadah', 'masyarakat']","['menyegel', 'mushola', 'melarang', 'orang', 'shalat', 'kumtua', 'pemkab', 'minahasa', 'utara', 'menyatakan']",<FreqDist with 7 samples and 7 outcomes>
3739,3739,1,said aqil bilang siapasiapa ya fiel sayapak jokowi imam mahdi muncul zaman,said aqil bilang siapasiapa ya fiel sayapak jokowi imam mahdi muncul zaman,"['said', 'aqil', 'bilang', 'siapasiapa', 'ya', 'fiel', 'sayapak', 'jokowi', 'imam', 'mahdi', 'muncul', 'zaman']","['said', 'aqil', 'bilang', 'siapasiapa', 'ya', 'fiel', 'sayapak', 'jokowi', 'imam', 'mahdi', 'muncul', 'zaman']",<FreqDist with 12 samples and 12 outcomes>
3740,3740,1,foto pdtdrirniko njotorahardjo mendukung paslon prabowosandi,mengutuk kera penyerangan biadab yang lakukan fartai pdip diy marka fpi memakan korban anggota fpi umat gereja rusak anggota imtel tni orang panwaslu april tidak goyah pilih,"['mengutuk', 'kera', 'penyerangan', 'biadab', 'yang', 'lakukan', 'fartai', 'pdip', 'diy', 'marka', 'fpi', 'memakan', 'korban', 'anggota', 'fpi', 'umat', 'gereja', 'rusak', 'anggota', 'imtel', 'tni', 'orang', 'panwaslu', 'april', 'tidak', 'goyah', 'pilih']","['foto', 'pdtdrirniko', 'njotorahardjo', 'mendukung', 'paslon', 'prabowosandi']",<FreqDist with 25 samples and 27 outcomes>
3741,3741,1,foto cuitan korban meningg islam,info korban meningg total orang orang masjid annur orang masjid linwood meningg kriti rumah sakit semoga jamaah wafat peristiwa diganjar allah sebaikbaiknya ganjaran insyaallahhusnul khotimah aaamiin,"['info', 'korban', 'meningg', 'total', 'orang', 'orang', 'masjid', 'annur', 'orang', 'masjid', 'linwood', 'meningg', 'kriti', 'rumah', 'sakit', 'semoga', 'jamaah', 'wafat', 'peristiwa', 'diganjar', 'allah', 'sebaikbaiknya', 'ganjaran', 'insyaallahhusnul', 'khotimah', 'aaamiin']","['foto', 'cuitan', 'korban', 'meningg', 'islam']",<FreqDist with 22 samples and 26 outcomes>
3742,3742,1,detikcom beritakan ketua psi menyatakan menteri kabinet kerja jokowi,mukidi menang sih sontoloyo cocoknya menteri lgbt alia pemberdayaan laki wanita wanita laki haha,"['mukidi', 'menang', 'sih', 'sontoloyo', 'cocoknya', 'menteri', 'lgbt', 'alia', 'pemberdayaan', 'laki', 'wanita', 'wanita', 'laki', 'haha']","['detikcom', 'beritakan', 'ketua', 'psi', 'menyatakan', 'menteri', 'kabinet', 'kerja', 'jokowi']",<FreqDist with 12 samples and 14 outcomes>
3743,3743,1,kaesang kenakan kau oblong hitam berlogo palu arit,anak beba shirt logo palu arit dipenjara enggak ya,"['anak', 'beba', 'shirt', 'logo', 'palu', 'arit', 'dipenjara', 'enggak', 'ya']","['kaesang', 'kenakan', 'kau', 'oblong', 'hitam', 'berlogo', 'palu', 'arit']",<FreqDist with 9 samples and 9 outcomes>
3744,3744,1,situ operaind,,[],"['situ', 'operaind']",<FreqDist with 0 samples and 0 outcomes>
3745,3745,1,penggunaan foto post bangga membangun insfrastruktur,bangga membangun insfrastruktur hitungan detik allah swt hancurkan,"['bangga', 'membangun', 'insfrastruktur', 'hitungan', 'detik', 'allah', 'swt', 'hancurkan']","['penggunaan', 'foto', 'post', 'bangga', 'membangun', 'insfrastruktur']",<FreqDist with 8 samples and 8 outcomes>
3746,3746,1,workshop alquran nusantara diadakan uin imam bonjol padang bertujuan alquran nusantara,islam nusantara terbit alquran nusantara,"['islam', 'nusantara', 'terbit', 'alquran', 'nusantara']","['workshop', 'alquran', 'nusantara', 'diadakan', 'uin', 'imam', 'bonjol', 'padang', 'bertujuan', 'alquran', 'nusantara']",<FreqDist with 4 samples and 5 outcomes>
3747,3747,1,trauma paranoid polisi langsung tembak kabur razia,benar hoax anggota polisi siaga orang kabur ditembak pokoknya hoax,"['benar', 'hoax', 'anggota', 'polisi', 'siaga', 'orang', 'kabur', 'ditembak', 'pokoknya', 'hoax']","['trauma', 'paranoid', 'polisi', 'langsung', 'tembak', 'kabur', 'razia']",<FreqDist with 9 samples and 10 outcomes>
3748,3748,0,kemenpanrb bantah terbitkan laporan penetapan formasi pengangkatan cpn,kemenpanrb mengeluarkan surat penetapan formasi cpn honor payung hukumnya,"['kemenpanrb', 'mengeluarkan', 'surat', 'penetapan', 'formasi', 'cpn', 'honor', 'payung', 'hukumnya']","['kemenpanrb', 'bantah', 'terbitkan', 'laporan', 'penetapan', 'formasi', 'pengangkatan', 'cpn']",<FreqDist with 9 samples and 9 outcomes>
3749,3749,0,dokter aktif sembuhkan pasien kabar hoax,dokter aktif sembuhkan pasien kabar hoax,"['dokter', 'aktif', 'sembuhkan', 'pasien', 'kabar', 'hoax']","['dokter', 'aktif', 'sembuhkan', 'pasien', 'kabar', 'hoax']",<FreqDist with 6 samples and 6 outcomes>
3750,3750,1,bagibagi hp grati like share orang,bagibagi hp grati like share orang,"['bagibagi', 'hp', 'grati', 'like', 'share', 'orang']","['bagibagi', 'hp', 'grati', 'like', 'share', 'orang']",<FreqDist with 6 samples and 6 outcomes>
3751,3751,1,triawan munaf korban hoax,triawan munaf korban hoax,"['triawan', 'munaf', 'korban', 'hoax']","['triawan', 'munaf', 'korban', 'hoax']",<FreqDist with 4 samples and 4 outcomes>
3752,3752,0,manusia serigala bayi menipu pengguna media sosial dunia,manusia serigala bayi menipu pengguna media sosial dunia,"['manusia', 'serigala', 'bayi', 'menipu', 'pengguna', 'media', 'sosial', 'dunia']","['manusia', 'serigala', 'bayi', 'menipu', 'pengguna', 'media', 'sosial', 'dunia']",<FreqDist with 8 samples and 8 outcomes>
3753,3753,0,foto muna partai hanura ahok,foto acara muna partai hanura bali perhatikan foto kiri kenal hmmmm,"['foto', 'acara', 'muna', 'partai', 'hanura', 'bali', 'perhatikan', 'foto', 'kiri', 'kenal', 'hmmmm']","['foto', 'muna', 'partai', 'hanura', 'ahok']",<FreqDist with 10 samples and 11 outcomes>
3754,3754,1,ahok berkeliaran pasca putusan pengadilan,foto basuki tjahaja purnama ahok berenang disertai tulisan bulonan lagi libulan hayya yang sanggup ngumpetin bangkai bulonan ahok belenang belitung penjala kolam lenangnya hahahahahaha,"['foto', 'basuki', 'tjahaja', 'purnama', 'ahok', 'berenang', 'disertai', 'tulisan', 'bulonan', 'lagi', 'libulan', 'hayya', 'yang', 'sanggup', 'ngumpetin', 'bangkai', 'bulonan', 'ahok', 'belenang', 'belitung', 'penjala', 'kolam', 'lenangnya', 'hahahahahaha']","['ahok', 'berkeliaran', 'pasca', 'putusan', 'pengadilan']",<FreqDist with 22 samples and 24 outcomes>
3755,3755,1,jonru prose pembubaran hti cacat hukum dibubarkan pidato menteri,jonru prose pembubaran hti cacat hukum dibubarkan pidato menteri,"['jonru', 'prose', 'pembubaran', 'hti', 'cacat', 'hukum', 'dibubarkan', 'pidato', 'menteri']","['jonru', 'prose', 'pembubaran', 'hti', 'cacat', 'hukum', 'dibubarkan', 'pidato', 'menteri']",<FreqDist with 9 samples and 9 outcomes>
3756,3756,1,penculikan anak deng modu purapura gila pemalang,masyarakat indonesia anak adek mohon dibolehkan rumah penculikan anak khusu nya wilayah jawa pematangpekalonganbatang polisi mencari komplotan penculik orang ketangkap orang desa rembun kabupaten pekalongan orang beraksi polisi mengharapkan berpartisipasi keamanan kesejahteraan masyarakat,"['masyarakat', 'indonesia', 'anak', 'adek', 'mohon', 'dibolehkan', 'rumah', 'penculikan', 'anak', 'khusu', 'nya', 'wilayah', 'jawa', 'pematangpekalonganbatang', 'polisi', 'mencari', 'komplotan', 'penculik', 'orang', 'ketangkap', 'orang', 'desa', 'rembun', 'kabupaten', 'pekalongan', 'orang', 'beraksi', 'polisi', 'mengharapkan', 'berpartisipasi', 'keamanan', 'kesejahteraan', 'masyarakat']","['penculikan', 'anak', 'deng', 'modu', 'purapura', 'gila', 'pemalang']",<FreqDist with 28 samples and 33 outcomes>
3757,3757,1,pencabutan sertifikasi halal mcd kfc pizza hut domino,berita dewan yudisi muslim mjc iqsa mencabut sertifikasi mcdonald kfc domino pizza hut,"['berita', 'dewan', 'yudisi', 'muslim', 'mjc', 'iqsa', 'mencabut', 'sertifikasi', 'mcdonald', 'kfc', 'domino', 'pizza', 'hut']","['pencabutan', 'sertifikasi', 'halal', 'mcd', 'kfc', 'pizza', 'hut', 'domino']",<FreqDist with 13 samples and 13 outcomes>
3758,3758,1,video permintaan maaf ahok kyai maruf amin tanggal januari,video permintaan maaf ahok kyai maruf amin tanggal januari,"['video', 'permintaan', 'maaf', 'ahok', 'kyai', 'maruf', 'amin', 'tanggal', 'januari']","['video', 'permintaan', 'maaf', 'ahok', 'kyai', 'maruf', 'amin', 'tanggal', 'januari']",<FreqDist with 9 samples and 9 outcomes>
3759,3759,1,guntur soekarno putra meningg,innalillahi wa inna illaihi rojiun berpulang kehadiratnya guntur soekarno putra putra sulung proklam ir soekarno semoga khusnul khotimah arwahnya diterima sisi allah swt amin,"['innalillahi', 'wa', 'inna', 'illaihi', 'rojiun', 'berpulang', 'kehadiratnya', 'guntur', 'soekarno', 'putra', 'putra', 'sulung', 'proklam', 'ir', 'soekarno', 'semoga', 'khusnul', 'khotimah', 'arwahnya', 'diterima', 'sisi', 'allah', 'swt', 'amin']","['guntur', 'soekarno', 'putra', 'meningg']",<FreqDist with 22 samples and 24 outcomes>
3760,3760,1,lawan gu ipul gerinda usung ahmad dhani pilwali pasuruan,pilwali pasuruan berlangsut sengit partai gerindra mencalonkan ahmad dhani prasetyo pentolan grup dewa maju calon wali kota pilwali desemb ketua dpc partai gerindra kota pasuruan ahmad zubaedi membenarkan musisi kelahiran surabaya kontestasi pilkada kota pasuruan iya komunikasi jakarta terkait calon gerindra ma dhani,"['pilwali', 'pasuruan', 'berlangsut', 'sengit', 'partai', 'gerindra', 'mencalonkan', 'ahmad', 'dhani', 'prasetyo', 'pentolan', 'grup', 'dewa', 'maju', 'calon', 'wali', 'kota', 'pilwali', 'desemb', 'ketua', 'dpc', 'partai', 'gerindra', 'kota', 'pasuruan', 'ahmad', 'zubaedi', 'membenarkan', 'musisi', 'kelahiran', 'surabaya', 'kontestasi', 'pilkada', 'kota', 'pasuruan', 'iya', 'komunikasi', 'jakarta', 'terkait', 'calon', 'gerindra', 'ma', 'dhani']","['lawan', 'gu', 'ipul', 'gerinda', 'usung', 'ahmad', 'dhani', 'pilwali', 'pasuruan']",<FreqDist with 32 samples and 43 outcomes>
3761,3761,1,instruksi bupati malang izinkan lomba agustusan kegiatan datangkan massa,bupati malang mengeluarkan instruksi jajaran terkait dampak covid hiburan lomba konser musik kegiatan sifatnya jalankan agustu wajib mengikuti sesuai protokol kesehatan,"['bupati', 'malang', 'mengeluarkan', 'instruksi', 'jajaran', 'terkait', 'dampak', 'covid', 'hiburan', 'lomba', 'konser', 'musik', 'kegiatan', 'sifatnya', 'jalankan', 'agustu', 'wajib', 'mengikuti', 'sesuai', 'protokol', 'kesehatan']","['instruksi', 'bupati', 'malang', 'izinkan', 'lomba', 'agustusan', 'kegiatan', 'datangkan', 'massa']",<FreqDist with 21 samples and 21 outcomes>
3762,3762,1,teknik selamat kecelakaan mobil,semoga membantu,"['semoga', 'membantu']","['teknik', 'selamat', 'kecelakaan', 'mobil']",<FreqDist with 2 samples and 2 outcomes>
3763,3763,1,foto gubernur ani narasi mengaku keturunan jogja ambisiu raja,mengaku keturunan jogja ambisiu raja,"['mengaku', 'keturunan', 'jogja', 'ambisiu', 'raja']","['foto', 'gubernur', 'ani', 'narasi', 'mengaku', 'keturunan', 'jogja', 'ambisiu', 'raja']",<FreqDist with 5 samples and 5 outcomes>
3764,3764,1,calon walikota oslo kang klepon bicara ahlak ngutip kitab agama katholik,calon walikota oslo kang klepon bicara ahlak ngutip kitab agama katholik memang enggak yang,"['calon', 'walikota', 'oslo', 'kang', 'klepon', 'bicara', 'ahlak', 'ngutip', 'kitab', 'agama', 'katholik', 'memang', 'enggak', 'yang']","['calon', 'walikota', 'oslo', 'kang', 'klepon', 'bicara', 'ahlak', 'ngutip', 'kitab', 'agama', 'katholik']",<FreqDist with 14 samples and 14 outcomes>
3765,3765,1,kutuk kapal china pembuang abk gp ansor kirim angkatan laut banser,ayo kirim pasukan tenggelamkan gp ansor kutuk kapal china pembuang abk meningg laut tindakan kirim angkatan laut banser dngn senjata pelepah pisang,"['ayo', 'kirim', 'pasukan', 'tenggelamkan', 'gp', 'ansor', 'kutuk', 'kapal', 'china', 'pembuang', 'abk', 'meningg', 'laut', 'tindakan', 'kirim', 'angkatan', 'laut', 'banser', 'dngn', 'senjata', 'pelepah', 'pisang']","['kutuk', 'kapal', 'china', 'pembuang', 'abk', 'gp', 'ansor', 'kirim', 'angkatan', 'laut', 'banser']",<FreqDist with 20 samples and 22 outcomes>
3766,3766,1,masuukk truusss silakan masuukk orang mudik dilarang aseng beba,tak cina masuk bandara halu oleo visa wisata pertimbangan morowali,"['tak', 'cina', 'masuk', 'bandara', 'halu', 'oleo', 'visa', 'wisata', 'pertimbangan', 'morowali']","['masuukk', 'truusss', 'silakan', 'masuukk', 'orang', 'mudik', 'dilarang', 'aseng', 'beba']",<FreqDist with 10 samples and 10 outcomes>
3767,3767,1,peta jalur linta psbb kota tasikmalaya,peta jalur linta psbb kota tasikmalaya,"['peta', 'jalur', 'linta', 'psbb', 'kota', 'tasikmalaya']","['peta', 'jalur', 'linta', 'psbb', 'kota', 'tasikmalaya']",<FreqDist with 6 samples and 6 outcomes>
3768,3768,1,arab saudi merayakan lockdown,arab saudi merayakan lockdown lock down dunia sih less,"['arab', 'saudi', 'merayakan', 'lockdown', 'lock', 'down', 'dunia', 'sih', 'less']","['arab', 'saudi', 'merayakan', 'lockdown']",<FreqDist with 9 samples and 9 outcomes>
3769,3769,1,foto suruh diam rumah sibuk jalan jalan bilang liburann lagi,gema suruh diam rumah sibuk jalan jalan bilang liburann lagi tau enggak kasih libur biar mata rantai viru cepat terputu sok sok an ajang jagoan berdiam rumah joo,"['gema', 'suruh', 'diam', 'rumah', 'sibuk', 'jalan', 'jalan', 'bilang', 'liburann', 'lagi', 'tau', 'enggak', 'kasih', 'libur', 'biar', 'mata', 'rantai', 'viru', 'cepat', 'terputu', 'sok', 'sok', 'an', 'ajang', 'jagoan', 'berdiam', 'rumah', 'joo']","['foto', 'suruh', 'diam', 'rumah', 'sibuk', 'jalan', 'jalan', 'bilang', 'liburann', 'lagi']",<FreqDist with 25 samples and 28 outcomes>
3770,3770,1,biadab jahanam muslim india ditembak ditempat,biadab jahanam muslim india ditembak ditempat berita viralkan kejahatan pemerintah india umat muslim india hasbunallah wanim wakiil hindu india terorist,"['biadab', 'jahanam', 'muslim', 'india', 'ditembak', 'ditempat', 'berita', 'viralkan', 'kejahatan', 'pemerintah', 'india', 'umat', 'muslim', 'india', 'hasbunallah', 'wanim', 'wakiil', 'hindu', 'india', 'terorist']","['biadab', 'jahanam', 'muslim', 'india', 'ditembak', 'ditempat']",<FreqDist with 16 samples and 20 outcomes>
3771,3771,1,mundur habi mengatai orangorang tanjung priok,mundur habi mengatai orang tanjung priuk sebenarnya nih orang asli pribumi sih,"['mundur', 'habi', 'mengatai', 'orang', 'tanjung', 'priuk', 'sebenarnya', 'nih', 'orang', 'asli', 'pribumi', 'sih']","['mundur', 'habi', 'mengatai', 'orangorang', 'tanjung', 'priok']",<FreqDist with 11 samples and 12 outcomes>
3772,3772,1,metallica indonesia raya,metallica indonesia raya,"['metallica', 'indonesia', 'raya']","['metallica', 'indonesia', 'raya']",<FreqDist with 3 samples and 3 outcomes>
3773,3773,1,,berfoto diwarung martabaknya anaknya jokowi kawan lihat didind gambar simbol hmmmjelaslah,"['berfoto', 'diwarung', 'martabaknya', 'anaknya', 'jokowi', 'kawan', 'lihat', 'didind', 'gambar', 'simbol', 'hmmmjelaslah']",[],<FreqDist with 11 samples and 11 outcomes>
3774,3774,1,kapolri menyatakan pki membahayakan negara,kapolri pki membahayakan negara diband islam radik,"['kapolri', 'pki', 'membahayakan', 'negara', 'diband', 'islam', 'radik']","['kapolri', 'menyatakan', 'pki', 'membahayakan', 'negara']",<FreqDist with 7 samples and 7 outcomes>
3775,3775,1,akun twitter politisi psi tsamara amani tkn bpn samasama temukan kecurangan kpu bawaslu salah,tkn bpn samasama menemukan kecurangan pilpr,"['tkn', 'bpn', 'samasama', 'menemukan', 'kecurangan', 'pilpr']","['akun', 'twitter', 'politisi', 'psi', 'tsamara', 'amani', 'tkn', 'bpn', 'samasama', 'temukan', 'kecurangan', 'kpu', 'bawaslu', 'salah']",<FreqDist with 6 samples and 6 outcomes>
3776,3776,1,info pembuatan sim kolektif alunalun surakarta,info pembuatan sim kolektif kabar gembira temanteman memiliki surat izin mengemudi sim,"['info', 'pembuatan', 'sim', 'kolektif', 'kabar', 'gembira', 'temanteman', 'memiliki', 'surat', 'izin', 'mengemudi', 'sim']","['info', 'pembuatan', 'sim', 'kolektif', 'alunalun', 'surakarta']",<FreqDist with 11 samples and 12 outcomes>
3777,3777,1,poster launch pusat poligami pk cikarang utara,pk diken indonesia program andalannya poligami sejahtera,"['pk', 'diken', 'indonesia', 'program', 'andalannya', 'poligami', 'sejahtera']","['poster', 'launch', 'pusat', 'poligami', 'pk', 'cikarang', 'utara']",<FreqDist with 7 samples and 7 outcomes>
3778,3778,1,surat undangan workshop pendukung jabatan fungsion perencanaan,rangka pembinaan jabatan fungsion perencana jfp bappena instansi pembina jfp bertanggung penyelenggaraan kegiatan pengembangan sumber daya aparatur perencana salah satunya workshop pendukung jabatan fungsion perencanaan,"['rangka', 'pembinaan', 'jabatan', 'fungsion', 'perencana', 'jfp', 'bappena', 'instansi', 'pembina', 'jfp', 'bertanggung', 'penyelenggaraan', 'kegiatan', 'pengembangan', 'sumber', 'daya', 'aparatur', 'perencana', 'salah', 'satunya', 'workshop', 'pendukung', 'jabatan', 'fungsion', 'perencanaan']","['surat', 'undangan', 'workshop', 'pendukung', 'jabatan', 'fungsion', 'perencanaan']",<FreqDist with 21 samples and 25 outcomes>
3779,3779,1,skenario coklat,barang bukti email dibuka crosscheck,"['barang', 'bukti', 'email', 'dibuka', 'crosscheck']","['skenario', 'coklat']",<FreqDist with 5 samples and 5 outcomes>
3780,3780,0,kepolisian angkat bicara terkait grup gay pelajar garut,kapolr garut akbp budi satria wiguna intinya informasi beredar media sosial masyarakat hoak,"['kapolr', 'garut', 'akbp', 'budi', 'satria', 'wiguna', 'intinya', 'informasi', 'beredar', 'media', 'sosial', 'masyarakat', 'hoak']","['kepolisian', 'angkat', 'bicara', 'terkait', 'grup', 'gay', 'pelajar', 'garut']",<FreqDist with 13 samples and 13 outcomes>
3781,3781,1,sri mulyani tantang pembenc jokowi,sri mulyani pembenc jokowi sakit jiwa,"['sri', 'mulyani', 'pembenc', 'jokowi', 'sakit', 'jiwa']","['sri', 'mulyani', 'tantang', 'pembenc', 'jokowi']",<FreqDist with 6 samples and 6 outcomes>
